student_id,age,gender,school_type,parent_education,study_hours,attendance_percentage,internet_access,travel_time,extra_activities,study_method,math_score,science_score,english_score,overall_score,final_grade,Average,Grade
8692,19,female,public,diploma,0.7,63.5,yes,15-30 min,yes,group study,42.6,34.2,22.2,31.4,f,33.00000000000001,D
8693,19,other,public,phd,2.8,98.7,yes,>60 min,no,textbook,48.0,57.9,73.4,58.9,d,59.76666666666667,D
8694,18,other,private,high school,4.0,54.4,yes,30-60 min,yes,textbook,49.8,60.8,61.0,47.4,e,57.199999999999996,D
8695,16,female,public,no formal,6.7,97.6,yes,30-60 min,yes,notes,74.4,77.5,83.1,83.0,c,78.33333333333333,B
8696,19,female,public,phd,1.9,77.8,yes,>60 min,no,coaching,47.0,45.5,51.2,46.8,e,47.9,D
8697,18,male,private,diploma,3.0,85.5,yes,15-30 min,yes,online videos,45.1,51.3,63.8,48.8,e,53.4,D
8698,17,male,private,high school,0.7,71.2,no,<15 min,yes,group study,30.0,39.4,47.4,37.8,f,38.93333333333334,D
8699,16,female,private,post graduate,1.1,67.9,yes,30-60 min,yes,textbook,32.1,13.0,20.0,28.2,f,21.7,D
8700,18,male,private,diploma,3.2,61.2,yes,30-60 min,yes,textbook,52.4,72.2,61.2,57.6,d,61.93333333333334,C
8701,17,other,public,post graduate,4.2,55.6,yes,15-30 min,no,group study,39.6,61.7,48.5,51.5,e,49.93333333333334,D
8702,15,male,public,diploma,6.1,65.6,yes,30-60 min,no,mixed,65.6,57.9,75.7,66.8,d,66.39999999999999,C
8703,19,male,private,post graduate,6.2,62.7,yes,15-30 min,no,coaching,91.9,82.6,53.7,77.1,c,76.06666666666666,B
8704,14,male,public,no formal,7.4,76.7,yes,<15 min,yes,online videos,86.6,90.2,66.2,94.0,b,81.0,B
8705,18,male,private,post graduate,7.3,92.9,yes,>60 min,yes,notes,86.5,96.3,91.7,87.6,b,91.5,A
8706,17,female,private,high school,1.3,54.2,yes,>60 min,no,textbook,34.2,41.9,29.2,26.9,f,35.1,D
8707,17,other,private,diploma,1.3,87.3,yes,>60 min,no,mixed,41.0,24.7,46.2,40.9,e,37.300000000000004,D
8708,14,other,public,phd,4.2,63.4,yes,30-60 min,yes,coaching,46.7,79.5,52.7,61.5,d,59.63333333333333,D
8709,16,male,public,diploma,4.9,82.1,yes,>60 min,no,group study,55.7,84.7,53.2,68.1,d,64.53333333333335,C
8710,19,male,private,no formal,5.0,81.4,yes,30-60 min,no,coaching,46.9,56.4,60.8,66.0,d,54.699999999999996,D
8711,15,female,public,diploma,4.1,86.9,no,>60 min,yes,coaching,74.6,52.9,59.2,76.9,c,62.23333333333333,C
8712,18,male,public,high school,7.9,50.8,yes,<15 min,no,textbook,66.5,80.7,68.7,80.2,c,71.96666666666665,C
8713,19,other,public,diploma,4.3,50.1,yes,15-30 min,yes,group study,37.6,48.7,53.8,45.4,e,46.70000000000001,D
8714,19,male,public,high school,7.5,58.4,yes,15-30 min,yes,textbook,88.1,75.6,81.9,85.6,b,81.86666666666666,B
8715,17,female,private,graduate,7.9,99.0,yes,<15 min,no,group study,95.7,89.1,92.2,97.9,a,92.33333333333333,A
8716,15,female,public,high school,3.8,67.1,yes,30-60 min,yes,coaching,35.5,59.4,42.5,52.8,e,45.800000000000004,D
8717,18,female,private,diploma,1.5,81.3,yes,15-30 min,yes,notes,43.2,44.9,39.3,45.0,e,42.46666666666666,D
8718,16,female,private,phd,2.9,65.4,yes,15-30 min,no,mixed,39.3,33.1,42.3,40.5,e,38.233333333333334,D
8719,17,other,public,graduate,3.2,74.4,yes,15-30 min,no,online videos,68.3,61.5,58.6,54.0,e,62.800000000000004,C
8720,18,female,private,post graduate,7.2,71.9,yes,30-60 min,no,mixed,92.2,91.8,78.0,91.0,b,87.33333333333333,B
8721,18,female,private,post graduate,7.7,59.4,yes,<15 min,yes,mixed,97.3,100.0,89.8,88.6,b,95.7,A
8722,15,other,private,phd,1.8,67.9,yes,<15 min,no,online videos,66.8,70.8,66.8,48.2,e,68.13333333333333,C
8723,18,other,private,phd,0.7,59.5,yes,>60 min,no,mixed,32.3,22.9,12.1,20.2,f,22.433333333333334,D
8724,17,other,private,phd,6.7,64.0,yes,30-60 min,no,coaching,67.0,77.1,82.1,78.3,c,75.39999999999999,B
8725,19,male,public,diploma,4.7,70.9,yes,>60 min,no,online videos,68.4,71.4,67.7,70.7,c,69.16666666666667,C
8726,17,other,private,graduate,6.1,89.8,yes,<15 min,no,online videos,100.0,76.0,82.4,82.8,c,86.13333333333333,B
8727,19,other,private,post graduate,3.0,59.8,no,<15 min,yes,mixed,33.7,46.8,50.5,42.4,e,43.666666666666664,D
8728,19,other,public,graduate,1.7,59.8,yes,15-30 min,yes,mixed,26.9,18.8,31.0,27.7,f,25.566666666666666,D
8729,19,other,public,no formal,2.5,62.4,no,30-60 min,yes,mixed,44.8,37.9,41.1,35.5,f,41.26666666666666,D
8730,18,female,public,graduate,0.9,89.5,yes,>60 min,no,coaching,40.4,29.5,25.7,36.5,f,31.86666666666667,D
8731,17,other,private,high school,3.4,62.4,yes,<15 min,no,mixed,55.4,52.3,54.8,60.3,d,54.166666666666664,D
8732,14,female,private,post graduate,1.2,91.0,yes,15-30 min,yes,coaching,57.1,42.6,56.7,47.5,e,52.13333333333333,D
8733,16,other,public,phd,4.0,66.1,yes,<15 min,yes,group study,40.5,49.8,44.8,54.5,e,45.03333333333333,D
8734,16,female,public,post graduate,6.5,65.1,yes,>60 min,no,online videos,77.8,85.4,84.9,81.9,c,82.7,B
8735,18,other,public,graduate,0.9,68.9,no,30-60 min,yes,notes,39.4,39.0,44.6,34.9,f,41.0,D
8736,17,other,private,graduate,7.2,72.4,no,>60 min,no,textbook,80.0,91.0,97.8,90.6,b,89.60000000000001,B
8737,16,other,private,graduate,1.4,71.0,yes,30-60 min,no,group study,47.9,37.4,29.5,35.0,f,38.266666666666666,D
8738,14,male,private,diploma,5.4,69.7,yes,>60 min,no,coaching,80.5,78.9,71.5,73.8,c,76.96666666666667,B
8739,18,other,private,high school,2.3,99.9,yes,>60 min,no,mixed,79.7,58.5,69.7,66.9,d,69.3,C
8740,16,male,private,post graduate,6.8,84.7,yes,>60 min,yes,notes,100.0,94.1,85.0,93.0,b,93.03333333333335,A
8741,14,other,public,diploma,0.6,94.1,no,<15 min,yes,textbook,39.7,34.5,28.3,37.0,f,34.166666666666664,D
8742,15,male,private,no formal,3.7,94.7,yes,>60 min,no,textbook,59.8,66.4,68.4,73.7,c,64.86666666666667,C
8743,19,male,public,post graduate,7.7,71.3,yes,15-30 min,yes,coaching,87.9,93.3,96.2,84.1,c,92.46666666666665,A
8744,14,female,private,graduate,1.3,88.8,yes,15-30 min,yes,group study,45.5,61.4,29.2,42.4,e,45.36666666666667,D
8745,16,female,public,graduate,6.2,73.5,yes,<15 min,no,notes,85.1,85.7,76.9,73.9,c,82.56666666666668,B
8746,17,other,private,graduate,5.9,79.7,yes,>60 min,no,textbook,80.4,96.7,91.6,88.2,b,89.56666666666668,B
8747,14,female,public,no formal,2.9,86.7,yes,>60 min,no,group study,40.1,56.5,70.3,53.1,e,55.633333333333326,D
8748,14,male,private,graduate,1.0,79.1,yes,15-30 min,no,online videos,39.1,44.8,63.0,42.4,e,48.96666666666667,D
8749,19,female,public,graduate,6.7,75.4,no,>60 min,no,coaching,100.0,90.5,77.2,86.9,b,89.23333333333333,B
8750,17,female,public,graduate,7.3,50.6,yes,>60 min,yes,textbook,71.2,73.3,75.1,68.6,d,73.2,C
8751,15,female,private,no formal,1.5,98.5,yes,30-60 min,yes,mixed,46.1,59.8,42.6,48.2,e,49.5,D
8752,15,female,public,post graduate,6.9,51.9,no,15-30 min,yes,notes,71.5,69.8,77.4,72.4,c,72.9,C
8753,16,other,public,graduate,6.7,56.0,no,30-60 min,no,notes,76.6,77.7,65.3,76.4,c,73.2,C
8754,18,other,public,post graduate,4.8,52.1,yes,<15 min,no,mixed,63.3,63.1,55.4,51.9,e,60.6,C
8755,18,male,private,graduate,6.4,81.3,no,15-30 min,yes,mixed,78.2,69.9,94.0,76.0,c,80.7,B
8756,15,male,private,high school,0.8,65.1,yes,>60 min,no,textbook,43.6,20.0,13.7,25.0,f,25.766666666666666,D
8757,18,male,private,post graduate,4.2,94.7,yes,15-30 min,yes,mixed,67.8,62.3,76.9,67.7,d,69.0,C
8758,19,male,private,diploma,7.8,79.6,yes,30-60 min,no,group study,87.7,84.5,94.4,88.1,b,88.86666666666667,B
8759,15,other,public,diploma,6.3,89.1,yes,<15 min,yes,mixed,87.6,88.5,92.1,78.6,c,89.39999999999999,B
8760,14,female,private,no formal,2.5,57.3,yes,30-60 min,no,coaching,44.6,63.5,46.5,44.2,e,51.53333333333333,D
8761,19,female,private,no formal,5.2,70.5,yes,15-30 min,yes,online videos,90.2,57.4,66.9,64.7,d,71.5,C
8762,17,female,public,no formal,2.1,81.2,yes,>60 min,no,coaching,34.4,26.1,49.0,40.5,e,36.5,D
8763,18,other,private,diploma,2.2,59.4,yes,30-60 min,yes,group study,43.8,41.2,67.6,46.7,e,50.86666666666667,D
8764,15,other,private,high school,1.9,69.1,yes,>60 min,yes,online videos,17.3,35.4,34.5,34.5,f,29.066666666666666,D
8765,15,female,public,high school,1.9,87.7,no,<15 min,yes,online videos,70.6,53.7,61.3,57.6,d,61.86666666666667,C
8766,15,female,public,post graduate,4.2,84.1,yes,>60 min,no,group study,81.4,66.7,65.4,62.6,d,71.16666666666667,C
8767,15,female,private,post graduate,2.8,95.1,yes,15-30 min,no,group study,74.0,69.2,58.3,70.3,c,67.16666666666667,C
8768,16,other,private,post graduate,6.3,77.9,yes,30-60 min,yes,group study,95.4,90.1,73.2,80.5,c,86.23333333333333,B
8769,14,other,public,post graduate,7.2,60.3,yes,<15 min,no,coaching,69.8,88.2,74.2,84.2,c,77.39999999999999,B
8770,19,male,public,high school,4.2,93.9,yes,<15 min,no,notes,75.7,42.5,73.3,67.4,d,63.833333333333336,C
8771,17,other,private,graduate,1.9,98.1,yes,>60 min,no,online videos,51.2,34.2,43.1,45.3,e,42.833333333333336,D
8772,19,female,private,phd,8.0,74.3,yes,30-60 min,no,online videos,100.0,97.1,97.1,100.0,a,98.06666666666666,A
8773,17,other,private,high school,0.9,54.2,no,30-60 min,yes,mixed,31.8,9.8,30.1,25.0,f,23.900000000000002,D
8774,15,other,private,diploma,4.6,62.6,yes,30-60 min,no,textbook,69.7,67.8,54.8,63.2,d,64.10000000000001,C
8775,17,other,private,graduate,2.1,87.6,no,30-60 min,no,textbook,54.5,66.2,56.2,57.4,d,58.96666666666667,D
8776,14,male,public,post graduate,7.5,50.0,yes,30-60 min,no,mixed,82.0,74.5,80.5,71.9,c,79.0,B
8777,18,male,private,no formal,2.9,64.7,yes,>60 min,no,mixed,28.9,39.5,43.5,41.9,e,37.300000000000004,D
8778,18,other,public,diploma,7.7,68.4,yes,30-60 min,no,textbook,82.7,84.4,95.0,86.2,b,87.36666666666667,B
8779,14,male,public,high school,7.8,89.4,no,>60 min,yes,textbook,95.4,90.2,80.1,97.6,a,88.56666666666668,B
8780,17,male,public,post graduate,7.6,71.9,yes,>60 min,no,group study,79.3,97.3,100.0,98.3,a,92.2,A
8781,17,male,public,high school,6.4,76.3,yes,<15 min,no,notes,85.3,67.8,79.4,78.8,c,77.5,B
8782,15,female,public,diploma,6.1,83.6,yes,15-30 min,no,mixed,73.0,83.6,92.8,88.2,b,83.13333333333333,B
8783,14,male,public,diploma,7.6,89.2,yes,30-60 min,no,online videos,100.0,84.6,79.0,92.0,b,87.86666666666667,B
8784,18,male,public,no formal,2.2,66.9,yes,15-30 min,yes,group study,35.2,37.8,39.5,45.1,e,37.5,D
8785,15,female,public,post graduate,6.6,58.6,yes,30-60 min,no,online videos,72.9,95.1,61.7,73.5,c,76.56666666666666,B
8786,17,female,public,high school,1.4,59.1,yes,<15 min,yes,textbook,50.7,39.6,38.1,42.5,e,42.800000000000004,D
8787,15,female,public,diploma,3.2,58.0,no,15-30 min,no,group study,69.0,51.2,67.3,47.1,e,62.5,C
8788,17,other,public,post graduate,3.5,55.7,yes,>60 min,no,group study,46.5,50.5,48.4,51.6,e,48.46666666666667,D
8789,14,other,private,post graduate,8.0,72.0,yes,30-60 min,no,coaching,93.6,89.1,90.1,100.0,a,90.93333333333332,A
8790,16,male,public,phd,2.9,59.2,yes,15-30 min,yes,notes,66.2,57.6,41.8,55.1,d,55.20000000000001,D
8791,17,other,public,no formal,4.7,89.1,yes,>60 min,no,online videos,78.7,62.4,68.1,76.2,c,69.73333333333333,C
8792,16,male,private,graduate,5.3,50.0,yes,30-60 min,yes,coaching,66.5,62.4,58.1,60.1,d,62.333333333333336,C
8793,17,female,private,high school,5.6,97.7,yes,>60 min,no,group study,97.1,95.7,99.5,92.9,b,97.43333333333334,A
8794,15,female,public,post graduate,1.4,50.7,yes,30-60 min,yes,textbook,39.2,37.5,44.4,39.5,f,40.36666666666667,D
8795,16,other,public,diploma,4.7,66.3,yes,30-60 min,yes,mixed,59.2,50.1,68.2,61.0,d,59.166666666666664,D
8796,18,male,public,no formal,5.3,87.7,yes,>60 min,no,textbook,95.6,85.1,89.5,78.5,c,90.06666666666666,A
8797,16,other,public,phd,7.3,93.6,yes,<15 min,yes,online videos,78.7,100.0,98.6,91.6,b,92.43333333333332,A
8798,14,female,private,post graduate,7.7,54.4,yes,30-60 min,yes,group study,66.4,59.1,89.4,80.6,c,71.63333333333334,C
8799,19,other,public,high school,2.3,90.1,yes,15-30 min,yes,coaching,47.9,49.0,83.0,56.9,d,59.96666666666667,D
8800,18,other,public,phd,2.1,87.6,yes,>60 min,yes,coaching,68.1,40.0,55.8,50.6,e,54.633333333333326,D
8801,18,female,private,diploma,5.6,73.0,yes,15-30 min,no,coaching,90.1,62.6,69.8,69.2,d,74.16666666666667,C
8802,18,male,private,diploma,4.2,81.3,yes,30-60 min,no,mixed,76.2,62.7,66.8,66.7,d,68.56666666666666,C
8803,18,other,public,high school,6.1,68.4,yes,<15 min,yes,online videos,53.3,69.4,67.3,71.5,c,63.333333333333336,C
8804,18,female,private,diploma,6.9,65.6,yes,30-60 min,no,mixed,92.3,100.0,76.5,85.2,b,89.60000000000001,B
8805,17,female,public,phd,0.6,51.7,yes,15-30 min,yes,notes,30.6,27.4,16.0,31.1,f,24.666666666666668,D
8806,14,female,private,no formal,7.1,50.3,no,<15 min,yes,notes,67.7,81.5,100.0,76.7,c,83.06666666666666,B
8807,17,male,private,graduate,2.5,76.3,yes,<15 min,yes,online videos,63.5,51.0,41.0,48.6,e,51.833333333333336,D
8808,15,male,private,high school,7.8,50.6,yes,15-30 min,yes,group study,100.0,86.4,94.3,86.1,b,93.56666666666666,A
8809,18,other,public,no formal,3.7,56.1,yes,>60 min,yes,mixed,43.9,58.6,51.0,49.9,e,51.166666666666664,D
8810,16,male,private,no formal,6.9,54.8,yes,15-30 min,no,notes,97.6,84.1,86.4,87.0,b,89.36666666666667,B
8811,19,female,public,high school,2.0,81.7,yes,>60 min,yes,group study,49.9,64.1,58.5,55.2,d,57.5,D
8812,17,other,private,post graduate,4.4,83.4,yes,30-60 min,no,group study,70.2,86.1,70.2,68.8,d,75.5,B
8813,17,male,private,post graduate,1.0,87.7,yes,30-60 min,yes,group study,29.8,33.5,23.3,42.9,e,28.866666666666664,D
8814,19,female,private,post graduate,6.0,98.7,no,15-30 min,yes,notes,80.5,97.2,90.0,87.8,b,89.23333333333333,B
8815,16,other,private,no formal,7.6,99.0,yes,>60 min,yes,mixed,86.1,100.0,100.0,100.0,a,95.36666666666667,A
8816,16,other,public,no formal,6.8,60.4,yes,15-30 min,no,group study,66.5,73.8,77.4,70.5,c,72.56666666666668,C
8817,16,male,public,phd,5.6,67.6,yes,30-60 min,yes,coaching,53.0,68.0,60.9,69.9,d,60.63333333333333,C
8818,19,female,private,phd,1.4,78.1,yes,>60 min,no,coaching,64.9,46.2,44.0,37.5,f,51.70000000000001,D
8819,18,male,private,post graduate,7.9,52.2,yes,30-60 min,no,group study,76.9,67.0,73.3,82.3,c,72.39999999999999,C
8820,14,female,private,phd,3.1,59.6,yes,15-30 min,no,coaching,48.4,43.1,15.3,44.6,e,35.6,D
8821,16,male,private,post graduate,5.2,92.7,yes,15-30 min,no,notes,92.8,74.5,69.2,87.0,b,78.83333333333333,B
8822,16,other,private,graduate,2.5,70.4,yes,>60 min,yes,group study,25.6,22.1,24.2,41.1,e,23.96666666666667,D
8823,17,male,public,diploma,6.7,74.2,yes,30-60 min,no,mixed,96.1,100.0,100.0,90.5,b,98.7,A
8824,14,other,public,phd,3.3,86.8,yes,>60 min,no,coaching,54.7,47.5,62.9,61.6,d,55.03333333333333,D
8825,18,female,public,post graduate,3.4,90.4,yes,>60 min,no,online videos,70.6,83.6,50.8,68.1,d,68.33333333333333,C
8826,18,other,public,phd,0.5,93.2,yes,15-30 min,yes,coaching,48.1,53.0,56.7,48.3,e,52.6,D
8827,15,male,public,high school,4.8,94.7,yes,<15 min,no,notes,69.8,73.9,81.9,72.5,c,75.2,B
8828,14,male,private,high school,2.4,64.7,yes,15-30 min,yes,online videos,30.8,30.4,44.8,38.3,f,35.333333333333336,D
8829,17,female,public,graduate,7.4,82.5,yes,<15 min,no,notes,100.0,100.0,100.0,100.0,a,100.0,A
8830,15,other,public,phd,6.4,55.6,yes,30-60 min,no,notes,83.2,78.9,72.2,68.3,d,78.10000000000001,B
8831,19,other,private,graduate,7.6,98.4,yes,30-60 min,yes,mixed,100.0,95.6,86.1,95.0,a,93.89999999999999,A
8832,18,other,private,diploma,3.4,63.4,yes,15-30 min,no,textbook,55.8,67.4,57.0,51.7,e,60.06666666666666,C
8833,19,female,public,no formal,5.5,69.5,yes,>60 min,yes,notes,55.5,63.5,65.6,64.4,d,61.53333333333333,C
8834,17,other,public,no formal,3.9,96.5,yes,<15 min,yes,coaching,71.6,63.2,47.0,66.6,d,60.6,C
8835,19,female,private,high school,7.3,81.5,yes,<15 min,no,online videos,87.8,93.8,85.4,91.7,b,89.0,B
8836,14,other,public,high school,2.9,64.4,yes,30-60 min,no,group study,38.5,72.8,56.1,56.1,d,55.800000000000004,D
8837,15,other,private,post graduate,3.0,54.3,yes,<15 min,no,mixed,32.1,29.0,20.9,37.1,f,27.333333333333332,D
8838,14,other,public,post graduate,3.2,74.4,yes,30-60 min,no,notes,62.1,74.4,60.4,63.6,d,65.63333333333334,C
8839,18,female,public,diploma,4.2,79.5,yes,<15 min,no,coaching,74.6,70.4,55.9,64.9,d,66.96666666666667,C
8840,17,female,private,phd,7.2,83.4,yes,15-30 min,no,group study,99.6,100.0,79.7,97.5,a,93.10000000000001,A
8841,15,female,public,diploma,2.1,58.2,yes,30-60 min,no,mixed,46.3,45.3,59.2,47.5,e,50.26666666666667,D
8842,15,other,private,diploma,5.4,85.3,yes,<15 min,yes,coaching,76.7,71.7,81.8,77.7,c,76.73333333333333,B
8843,17,other,private,graduate,2.8,68.1,yes,15-30 min,no,coaching,66.8,60.6,51.8,57.2,d,59.73333333333333,D
8844,15,other,private,graduate,1.1,97.2,yes,15-30 min,yes,mixed,30.8,34.4,50.4,40.8,e,38.53333333333333,D
8845,17,other,private,high school,7.7,82.7,yes,>60 min,yes,group study,100.0,100.0,100.0,100.0,a,100.0,A
8846,17,other,private,high school,6.4,95.9,yes,>60 min,no,online videos,100.0,94.5,85.7,96.6,a,93.39999999999999,A
8847,15,other,private,post graduate,7.6,51.5,yes,<15 min,no,online videos,83.9,88.4,95.7,82.6,c,89.33333333333333,B
8848,15,other,private,phd,3.5,95.2,yes,>60 min,no,coaching,67.2,76.1,77.9,68.9,d,73.73333333333333,C
8849,16,other,public,diploma,6.2,93.9,yes,>60 min,no,textbook,90.2,100.0,99.8,92.0,b,96.66666666666667,A
8850,17,male,public,no formal,5.4,75.5,yes,>60 min,no,coaching,64.6,82.1,98.2,83.3,c,81.63333333333333,B
8851,15,other,public,phd,5.1,98.8,yes,30-60 min,no,online videos,80.6,87.8,100.0,78.7,c,89.46666666666665,B
8852,16,female,public,graduate,0.8,87.5,yes,15-30 min,no,mixed,28.4,52.9,48.7,40.6,e,43.333333333333336,D
8853,17,other,private,diploma,1.0,99.8,yes,<15 min,no,notes,45.6,31.9,52.1,44.6,e,43.199999999999996,D
8854,15,female,private,graduate,2.0,87.8,yes,<15 min,no,textbook,39.3,48.4,42.2,45.0,e,43.29999999999999,D
8855,17,female,private,post graduate,6.1,95.8,yes,>60 min,yes,mixed,100.0,67.4,77.5,82.7,c,81.63333333333334,B
8856,14,other,private,no formal,6.5,59.9,yes,>60 min,yes,mixed,76.4,90.7,88.6,79.5,c,85.23333333333333,B
8857,14,female,private,diploma,5.4,59.8,yes,30-60 min,yes,notes,35.9,81.1,51.5,57.9,d,56.166666666666664,D
8858,15,other,public,phd,1.9,75.4,yes,>60 min,yes,mixed,48.8,51.9,63.4,49.5,e,54.699999999999996,D
8859,15,male,private,high school,6.3,86.5,yes,30-60 min,no,coaching,80.0,90.4,88.6,94.0,b,86.33333333333333,B
8860,14,other,private,phd,1.4,63.2,yes,<15 min,yes,notes,35.5,31.9,51.8,31.3,f,39.733333333333334,D
8861,19,female,public,high school,7.2,70.8,yes,30-60 min,yes,mixed,90.4,76.2,88.2,81.3,c,84.93333333333334,B
8862,15,other,public,diploma,3.4,58.6,yes,15-30 min,no,textbook,49.1,46.5,58.2,58.6,d,51.26666666666667,D
8863,18,male,public,no formal,6.0,96.3,yes,30-60 min,yes,online videos,99.0,73.6,83.9,95.7,a,85.5,B
8864,19,female,private,post graduate,1.8,87.2,yes,30-60 min,no,group study,56.7,45.9,41.7,54.2,e,48.1,D
8865,18,female,private,high school,2.9,51.9,yes,>60 min,yes,notes,27.9,34.9,44.6,38.4,f,35.800000000000004,D
8866,18,male,private,phd,4.2,51.1,no,30-60 min,no,mixed,49.2,48.4,68.7,54.1,e,55.43333333333334,D
8867,14,female,public,no formal,4.2,99.7,no,>60 min,no,mixed,94.3,79.9,65.8,80.3,c,80.0,B
8868,16,female,public,no formal,1.2,69.8,yes,30-60 min,yes,online videos,37.9,39.9,49.0,39.5,f,42.266666666666666,D
8869,18,other,private,diploma,4.6,80.1,yes,<15 min,no,mixed,60.0,55.1,68.8,63.3,d,61.29999999999999,C
8870,17,other,private,no formal,1.1,97.4,no,>60 min,yes,mixed,40.1,37.7,52.7,38.4,f,43.5,D
8871,14,female,public,high school,7.4,97.8,yes,<15 min,yes,online videos,93.1,96.4,100.0,96.2,a,96.5,A
8872,17,female,private,post graduate,3.7,54.8,yes,<15 min,yes,mixed,55.9,54.5,65.5,57.5,d,58.63333333333333,D
8873,18,male,private,graduate,3.8,81.8,yes,>60 min,yes,coaching,58.5,60.6,57.3,53.7,e,58.79999999999999,D
8874,18,other,private,graduate,4.8,99.6,yes,>60 min,yes,online videos,77.1,100.0,80.0,75.5,c,85.7,B
8875,16,other,public,no formal,6.4,59.0,no,<15 min,yes,notes,100.0,88.9,78.9,80.7,c,89.26666666666667,B
8876,15,other,private,post graduate,1.0,83.1,yes,15-30 min,yes,textbook,62.1,43.6,39.5,45.6,e,48.4,D
8877,15,female,public,no formal,5.8,88.7,yes,<15 min,no,textbook,72.8,62.8,71.1,72.2,c,68.89999999999999,C
8878,15,female,public,graduate,7.3,53.8,yes,30-60 min,yes,notes,86.0,100.0,76.2,83.0,c,87.39999999999999,B
8879,16,other,public,post graduate,3.8,69.4,yes,15-30 min,no,group study,38.1,55.1,44.8,48.9,e,46.0,D
8880,15,other,public,post graduate,0.6,60.3,yes,30-60 min,yes,online videos,29.3,35.0,45.1,35.4,f,36.46666666666667,D
8881,16,male,private,diploma,2.4,52.8,yes,15-30 min,no,mixed,30.4,38.1,21.6,30.4,f,30.03333333333333,D
8882,14,female,public,no formal,7.6,55.0,yes,30-60 min,no,textbook,84.6,77.1,73.6,74.2,c,78.43333333333332,B
8883,15,female,private,post graduate,1.4,67.1,yes,15-30 min,no,notes,40.6,44.7,23.1,36.9,f,36.13333333333333,D
8884,15,female,public,high school,0.6,79.0,yes,15-30 min,yes,group study,30.5,29.4,25.7,28.0,f,28.53333333333333,D
8885,14,female,private,diploma,7.5,97.7,yes,15-30 min,no,mixed,96.4,90.8,100.0,100.0,a,95.73333333333333,A
8886,19,male,public,high school,7.0,96.8,yes,<15 min,yes,notes,87.2,97.3,100.0,99.6,a,94.83333333333333,A
8887,18,female,private,no formal,4.0,93.6,yes,15-30 min,no,mixed,53.0,46.7,49.2,59.8,d,49.63333333333333,D
8888,19,male,private,diploma,0.5,88.6,no,>60 min,yes,mixed,33.6,45.1,37.7,39.0,f,38.800000000000004,D
8889,17,male,public,graduate,4.9,52.0,yes,15-30 min,no,coaching,60.8,60.4,52.4,54.9,e,57.86666666666667,D
8890,14,male,public,post graduate,6.6,70.3,yes,<15 min,no,textbook,98.7,91.2,78.6,83.2,c,89.5,B
8891,19,female,public,post graduate,2.6,89.0,yes,30-60 min,no,mixed,40.0,58.8,52.9,48.5,e,50.56666666666666,D
8892,16,female,private,post graduate,1.8,98.4,yes,<15 min,no,textbook,63.1,36.0,57.8,61.6,d,52.29999999999999,D
8893,18,female,private,post graduate,7.3,73.1,yes,30-60 min,yes,textbook,100.0,87.1,91.8,90.0,b,92.96666666666665,A
8894,16,male,public,diploma,6.3,85.1,yes,<15 min,yes,coaching,92.5,91.7,86.7,94.2,b,90.3,A
8895,16,other,public,diploma,3.9,99.8,yes,<15 min,yes,group study,72.4,58.4,71.5,63.7,d,67.43333333333334,C
8896,16,female,public,graduate,7.3,81.2,yes,30-60 min,yes,textbook,68.9,82.2,99.2,82.1,c,83.43333333333334,B
8897,15,female,public,diploma,5.1,88.9,yes,>60 min,no,mixed,90.9,59.3,66.5,70.5,c,72.23333333333333,C
8898,17,female,private,high school,7.6,98.3,yes,30-60 min,no,textbook,93.5,100.0,99.8,100.0,a,97.76666666666667,A
8899,18,female,public,no formal,1.3,85.5,yes,<15 min,no,group study,39.9,29.5,50.7,47.9,e,40.03333333333334,D
8900,14,female,private,diploma,3.8,56.6,yes,30-60 min,no,group study,61.5,29.2,44.3,43.5,e,45.0,D
8901,14,other,public,diploma,5.6,99.0,yes,<15 min,yes,textbook,100.0,80.3,97.8,92.0,b,92.7,A
8902,19,other,private,phd,3.6,90.2,yes,<15 min,no,online videos,58.7,72.3,75.8,66.8,d,68.93333333333334,C
8903,17,other,public,post graduate,3.1,63.2,yes,<15 min,no,online videos,48.4,36.3,30.1,43.8,e,38.26666666666666,D
8904,19,female,public,high school,5.7,99.4,yes,>60 min,no,group study,89.0,93.9,86.9,83.2,c,89.93333333333334,B
8905,17,female,private,no formal,5.0,54.0,yes,>60 min,no,notes,54.2,53.7,68.6,66.1,d,58.833333333333336,D
8906,17,male,private,post graduate,2.6,97.0,yes,<15 min,no,textbook,50.6,60.4,77.0,61.5,d,62.666666666666664,C
8907,19,female,private,diploma,3.8,92.1,yes,15-30 min,no,group study,70.3,63.5,61.9,60.7,d,65.23333333333333,C
8908,17,other,public,no formal,5.8,63.7,yes,>60 min,no,textbook,69.4,66.5,54.6,62.8,d,63.5,C
8909,15,male,private,post graduate,5.2,93.0,yes,15-30 min,no,mixed,62.5,62.5,88.3,73.8,c,71.10000000000001,C
8910,17,other,private,diploma,3.9,53.0,yes,15-30 min,no,notes,54.7,56.2,68.6,55.7,d,59.833333333333336,D
8911,15,other,public,high school,2.5,97.6,yes,15-30 min,no,mixed,61.0,32.4,65.0,53.7,e,52.800000000000004,D
8912,16,female,private,graduate,1.4,80.2,yes,30-60 min,no,coaching,40.4,64.7,53.0,38.9,f,52.699999999999996,D
8913,18,female,public,post graduate,6.8,76.1,yes,<15 min,no,group study,87.6,100.0,82.7,90.7,b,90.10000000000001,A
